date,ET_0
2025-04-02,6.794685370084059
2025-04-03,4.373969632423255
2025-04-04,2.6368274216093552
2025-04-05,6.002319298187172
2025-04-06,7.026456086755349
2025-04-07,6.199608499322951
2025-04-08,7.048319174976722
2025-04-09,4.460004409765374
2025-04-10,3.649454767272484
2025-04-11,3.3888542300859457
2025-04-12,11.858574037238911
2025-04-13,8.058678348959408
2025-04-14,5.27712516536909
2025-04-15,5.471662127974549
2025-04-16,6.298476400513624
2025-04-17,7.013851666274339
2025-04-18,4.716979526777456
2025-04-19,3.532651104497858
2025-04-20,2.491494845536916
2025-04-21,3.2830066698871687
2025-04-22,5.871032700619108
2025-04-23,6.203153617671751
2025-04-24,8.227825503382967
2025-04-25,5.016249990780886
2025-04-26,4.966214945786578
2025-04-27,5.599917018984913
2025-04-28,5.284888960540478
2025-04-29,8.063039054010938
2025-04-30,10.16763012493883
2025-05-01,4.754197465928254
2025-05-02,6.955544219884556
2025-05-03,7.646075857896812
2025-05-04,4.075750435712174
2025-05-05,6.095477660089534
2025-05-06,5.565175645028209
2025-05-07,4.074274666287817
2025-05-08,3.38228426734501
2025-05-09,1.8512617980659187
2025-05-10,4.536599445395091
2025-05-11,6.83712754173907
2025-05-12,9.265816933395511
2025-05-13,6.980419441557265
2025-05-14,5.681813788615494
2025-05-15,5.791222848990198
2025-05-16,7.215155104490004
2025-05-17,7.325544797484141
2025-05-18,6.887193702406407
2025-05-19,11.627604988668375
2025-05-20,9.582298766640726
2025-05-21,7.841658018268632
2025-05-22,6.934350506141358
2025-05-23,3.7122287979425073
2025-05-24,4.605579126671936
2025-05-25,4.998875948999383
2025-05-26,5.245647630733086
2025-05-27,5.553110528781289
2025-05-28,6.041190727966119
2025-05-29,8.273177508880798
2025-05-30,6.9130862369443555
2025-05-31,3.4719744164751996
2025-06-01,3.9346370786078575
2025-06-02,6.649537431260496
2025-06-03,12.734575550167618
2025-06-04,15.62612008046751
2025-06-05,13.216800113240462
2025-06-06,11.979139723818667
2025-06-07,11.792750212965592
2025-06-08,11.846142520140388
2025-06-09,10.54237648291566
2025-06-10,14.929911807140172
2025-06-11,10.396249763806745
2025-06-12,9.955765259160344
2025-06-13,8.576887341475183
2025-06-14,7.656729029631189
2025-06-15,10.7896438671482
2025-06-16,14.23081654175415
2025-06-17,13.9327271917193
2025-06-18,7.94206034413343
2025-06-19,2.205576490674357
2025-06-20,6.87008750519794
2025-06-21,8.351237547860284
2025-06-22,9.335005059925042
2025-06-23,10.299968081481348
2025-06-24,9.535920200436015
2025-06-25,6.1463777442404846
2025-06-26,2.1624494439690616
2025-06-27,5.108684143753352
2025-06-28,4.097203862901589
2025-06-29,2.2929599637662856
